t_sim,x,y,z
0.00000,0.00000,0.00000,0.00000
0.00999,0.00000,-0.00000,0.00000
0.01999,0.00000,-0.00000,0.00000
0.02999,0.00000,-0.00000,0.00000
0.03999,0.00000,-0.00000,0.00000
0.04999,0.00000,-0.00000,0.00000
0.05999,0.00000,-0.00000,0.00000
0.06998,0.00000,-0.00000,0.00000
0.07998,0.00000,-0.00000,0.00000
0.08998,0.00000,-0.00000,0.00000
0.09998,0.00000,-0.00000,0.00000
0.10998,0.00000,-0.00000,0.00000
0.11998,0.00000,-0.00000,0.00000
0.12997,0.00000,-0.00000,0.00000
0.13997,0.00000,-0.00000,0.00000
0.14997,0.00000,-0.00000,0.00000
0.15997,0.00000,-0.00000,0.00000
0.16997,0.00000,0.00000,0.00000
0.17997,0.00000,-0.00000,0.00000
0.18996,0.00000,-0.00000,0.00000
0.19996,0.00000,-0.00000,0.00000
0.20996,0.00000,-0.00000,0.00000
0.21996,0.00000,-0.00000,0.00000
0.22996,0.00000,-0.00000,0.00000
0.23996,0.00000,-0.00000,0.00000
0.24995,0.00000,-0.00000,0.00000
0.25995,0.00000,-0.00000,0.00000
0.26995,0.00000,-0.00000,0.00000
0.27995,0.00000,-0.00000,0.00000
0.28995,0.00000,-0.00000,0.00000
0.29995,0.00000,-0.00000,0.00000
0.30994,0.00000,-0.00000,0.00000
0.31994,0.00000,-0.00000,0.00000
0.32994,0.00000,-0.00000,0.00000
0.33994,0.00000,-0.00000,0.00000
0.34994,0.00000,0.00000,0.00000
0.35994,0.00000,-0.00000,0.00000
0.36993,0.00000,-0.00000,0.00000
0.37993,0.00000,-0.00000,0.00000
0.38993,0.00000,-0.00000,0.00000
0.39993,0.00000,-0.00000,0.00000
0.40993,0.00000,-0.00000,0.00000
0.41993,0.00000,-0.00000,0.00000
0.42992,0.00000,-0.00000,0.00000
0.43992,0.00000,-0.00000,0.00000
0.44992,0.00000,-0.00000,0.00000
0.45992,0.00000,-0.00000,0.00000
0.46992,0.00000,-0.00000,0.00000
0.47992,0.00000,-0.00000,0.00000
0.48991,0.00000,-0.00000,0.00000
0.49991,0.00000,-0.00000,0.00000
0.50991,0.00000,-0.00000,0.00000
0.51991,0.00000,0.00000,0.00000
0.52991,0.00000,-0.00000,0.00000
0.53991,0.00000,-0.00000,0.00000
0.54990,0.00000,-0.00000,0.00000
0.55990,0.00000,-0.00000,0.00000
0.56990,0.00000,-0.00000,0.00000
0.57990,0.00000,-0.00000,0.00000
0.58990,0.00000,-0.00000,0.00000
0.59990,0.00000,-0.00000,0.00000
0.60989,0.00000,-0.00000,0.00000
0.61989,0.00000,-0.00000,0.00000
0.62989,0.00000,-0.00000,0.00000
0.63989,0.00000,-0.00000,0.00000
0.64989,0.00000,-0.00000,0.00000
0.65988,0.00000,-0.00000,0.00000
0.66988,0.00000,-0.00000,0.00000
0.67988,0.00000,-0.00000,0.00000
0.68988,0.00000,-0.00000,0.00000
0.69988,0.00000,0.00000,0.00000
0.70988,0.00000,-0.00000,0.00000
0.71987,0.00000,-0.00000,0.00000
0.72987,0.00000,-0.00000,0.00000
0.73987,0.00000,-0.00000,0.00000
0.74987,0.00000,-0.00000,0.00000
0.75987,0.00000,-0.00000,0.00000
0.76987,0.00000,-0.00000,0.00000
0.77986,0.00000,-0.00000,0.00000
0.78986,0.00000,-0.00000,0.00000
0.79986,0.00000,-0.00000,0.00000
0.80986,0.00000,-0.00000,0.00000
0.81986,0.00000,-0.00000,0.00000
0.82986,0.00000,-0.00000,0.00000
0.83985,0.00000,-0.00000,0.00000
0.84985,0.00000,-0.00000,0.00000
0.85985,0.00000,-0.00000,0.00000
0.86985,0.00000,0.00000,0.00000
0.87985,0.00000,-0.00000,0.00000
0.88985,0.00000,-0.00000,0.00000
0.89984,0.00000,-0.00000,0.00000
0.90984,0.00000,-0.00000,0.00000
0.91984,0.00000,-0.00000,0.00000
0.92984,0.00000,-0.00000,0.00000
0.93984,0.00000,-0.00000,0.00000
0.94984,0.00000,-0.00000,0.00000
0.95983,0.00000,-0.00000,0.00000
0.96983,0.00000,-0.00000,0.00000
0.97983,0.00000,-0.00000,0.00000
0.98983,0.00000,-0.00000,0.00000
